name,score,title,place,date,verified purch,text,upvotes
ride,1.0 out of 5 stars,"A damaged, returned item",the United States ,July 7 2019,Verified Purchase,"  On delivery, seals were broken, controller was scratched up, and warranty was 8/12 months gone. Not a new item. Not even “like-new”. Back it goes.",One person found this helpful
Dorothy Sanders,1.0 out of 5 stars,"It's alright, Stick To Sony.",the United States ,July 17 2019,Verified Purchase,"  I love my XBox but when I received it the controller would connect and cut on the xbox. Then it'd stop connecting. With every 15 seconds, give or take, it'd stop connecting. I called amazon, they called Microsoft, Microsoft told me it was the controller, so send back the xbox for a new one. Why not just send a controller. That'd be amazing.",One person found this helpful
Meg,1.0 out of 5 stars,FALSE ADVERTISING! SCAM ALERT!,the United States ,January 24 2020,Verified Purchase,"  BUYER BEWARE this Xbox is advertised as a 1tb console but when it was delivered and I looked into the storage myself I saw that it is actually only a 500gb console. Now it's too late for me to return the product, so I got ripped off. Shame on this seller. I wish I would have read other reviews before I wasted my hard-earned money!",0 people found this helpful
Joseph G.,1.0 out of 5 stars,NOT new!,the United States ,April 27 2019,Verified Purchase,"  The reviews were pretty mixed, but there were multiple people who asked in the FAQs if this was a brand new unit. It was confirmed more than once that it was. It wasn’t. I have pictures. The controller loses connection every time. I’ve looked up all the fixes, but nothing helps. I’ll be returning the unit. As usual, can’t leave zero stars, so it gets one.",2 people found this helpful
Kati,2.0 out of 5 stars,Be careful before you buy,the United States ,July 11 2019,Verified Purchase,"  My unit makes a super load noise all the time if the console is on. Even if I'm just watch in my something, it's incredibly annoying and I can't find out how to fix it. I am probably going to return it and get a new one. Other than that though, the xbox is great... but I find myself using it less than I want to because the sound is so dang annoying.",One person found this helpful
Amazon Customer,1.0 out of 5 stars,Don’t do it,the United States ,March 1 2020,Verified Purchase,  It was horrible. If i could rate this 0 stars i would. The description said it comes with a controller. We didn’t get one. Then we get a receipt inside saying the Xbox was 80 when we paid almost 200. Amazon did NOTHING to help but say “you have to take to the retailer. So we did we reached out and the man claims everything otherwise even though it didn’t meet the description. 1 week later into gameplay the Xbox glitches all the time. It struggles playing games and it’s extremely inconvenient and a waste of money. Shame on the retailer for overcharging for garbage.,0 people found this helpful
Ariel,4.0 out of 5 stars,Satisfied,the United States ,January 25 2020,Verified Purchase,  Am glad to have gotten this before they were discontinued for good. I prefer a disc insert to the one without. Gives me an option to buy the actualGame used rather than having to buy it new at full price and download it on my console. Have always loved Xbox though so of course I’m happy with it!,0 people found this helpful
Chris Locke,5.0 out of 5 stars,Value,the United States ,November 11 2018,Verified Purchase,  Kids love it in fact they are playing Minecraft on it almost a year later. We use it as a DVD /Blu-ray player and it gets plenty of use. The box was a bit damaged when we got it but it seems to be unharmed.,One person found this helpful
Rips,5.0 out of 5 stars,Nothing negative about it!,the United States ,July 5 2018,Verified Purchase,"  To be honest, I have no idea why these are discontinued. This might be the most worth-it purchase I've ever made!",4 people found this helpful
Anonymous.,1.0 out of 5 stars,DONT BUY THIS,the United States ,October 1 2019,Verified Purchase,"  While I was trying to set my xbox up, an error code kept appearing, I troubleshooted it like 6 times, restored it to factory defaults, nothing happened. I decided to go to the xbox troubleshooting website and follow the directions to fix this problem just to get to the very last step that said I'd have to repair it. I was very disappointed in this purchase, for sure sending it back.",One person found this helpful
