name,score,title,place,date,verified purch,text,upvotes 
Amazon Customer,5.0 out of 5 stars,title not found,Canada ,November 21 2020,Verified Purchase,"  Really good product, happy owner of the console and looking forward to buying the next one",0 people found this helpful
Dale Lakusta,2.0 out of 5 stars,title not found,Canada ,December 31 2020,Verified Purchase,  Has potential but is not a buy now console,0 people found this helpful
Laz,5.0 out of 5 stars,title not found,Canada ,December 18 2020,Verified Purchase,  Xbox was exactly has advertised.,0 people found this helpful
Adam Henley,5.0 out of 5 stars,title not found,Canada ,November 13 2020,Verified Purchase,"  Beast, I love it",0 people found this helpful
Amazon Customer,5.0 out of 5 stars,title not found,Canada ,November 29 2020,Verified Purchase,"  Love it, updates and patches will make it even more awesome within a year",0 people found this helpful
Joel Davis,5.0 out of 5 stars,title not found,Canada ,December 11 2020,Verified Purchase,  No issues so far and Gamepass is a MUST. Loving it.,0 people found this helpful
Darren P.,5.0 out of 5 stars,title not found,Canada ,December 30 2020,Verified Purchase,  Exactly as described!,0 people found this helpful
Johnson,3.0 out of 5 stars,title not found,Canada ,December 21 2020,Verified Purchase,  Lack of game option right now. The control is kinda basic.,0 people found this helpful
Jean-patrick breau,5.0 out of 5 stars,title not found,Canada ,December 9 2020,Verified Purchase,  Load very fast and 120hz work nice,0 people found this helpful
Daniel,5.0 out of 5 stars,title not found,Canada ,December 25 2020,Verified Purchase,  Have both ps5 and series X and prefer playing on series X,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,title not found,Canada ,December 9 2020,Verified Purchase,  Excellente condition ! Tres satisfait et livraison rapide,0 people found this helpful
Amazon Customer,4.0 out of 5 stars,title not found,Canada ,December 21 2020,Verified Purchase,"  Delivered on time, happy with it",0 people found this helpful
Amazon Customer,5.0 out of 5 stars,title not found,Canada ,November 12 2020,Verified Purchase,  Extremely fast and works great!,0 people found this helpful
Eric G.,5.0 out of 5 stars,title not found,Canada ,December 12 2020,Verified Purchase,  C’est une xbox series X et fait pour avoir du fun ,0 people found this helpful
dave stinson,5.0 out of 5 stars,title not found,Canada ,December 3 2020,Verified Purchase,  Love it colour is awesomeWhisper quite and fast,0 people found this helpful
Usman S.,5.0 out of 5 stars,title not found,Canada ,December 17 2020,Verified Purchase,  Great console. Gamepass worth the value. Get forza 4 horizon.,0 people found this helpful
Jefferson,5.0 out of 5 stars,title not found,Canada ,December 20 2020,Verified Purchase,  Came very quickly - cousin will love it for Xmas ,0 people found this helpful
cheyenne,5.0 out of 5 stars,title not found,Canada ,December 10 2020,Verified Purchase,  I haven't had any problems with my yet what a great system,0 people found this helpful
Adam Patton,5.0 out of 5 stars,title not found,Canada ,December 2 2020,Verified Purchase,  Was a huge upgrade from my original xbox one. ,0 people found this helpful
Ryan Mannerow,5.0 out of 5 stars,title not found,Canada ,December 11 2020,Verified Purchase,  I love my Xbox series x,0 people found this helpful
Jason,5.0 out of 5 stars,title not found,Canada ,January 1 2021,Verified Purchase,  Awesome,0 people found this helpful
Gail Brooks,5.0 out of 5 stars,title not found,Canada ,December 31 2020,Verified Purchase,  The product was delivered on time and works perfectly,0 people found this helpful
jared,5.0 out of 5 stars,title not found,Canada ,December 15 2020,Verified Purchase,  Great product,0 people found this helpful
Ty,5.0 out of 5 stars,title not found,Canada ,January 15 2021,Verified Purchase,"  Incredible, what an upgrade, it’s amazing",0 people found this helpful
ayor,5.0 out of 5 stars,title not found,Canada ,December 5 2020,Verified Purchase,  XBOX SERIES X  MAGNIFIQUE très bonne console,0 people found this helpful
Zachary,5.0 out of 5 stars,title not found,Canada ,December 5 2020,Verified Purchase,  Weird shape but works great!,0 people found this helpful
Jeremy,5.0 out of 5 stars,title not found,Canada ,November 15 2020,Verified Purchase,  Great,0 people found this helpful
Nicholas Greenan,5.0 out of 5 stars,title not found,Canada ,December 15 2020,Verified Purchase,  Amazing for a consol and the price,0 people found this helpful
Britt,5.0 out of 5 stars,title not found,Canada ,November 13 2020,Verified Purchase,  Arrived fast and came in perfect condition,0 people found this helpful
James S,5.0 out of 5 stars,title not found,Canada ,November 30 2020,Verified Purchase,  Super happy with my purchase!,0 people found this helpful
Adam LeBlanc,5.0 out of 5 stars,title not found,Canada ,December 1 2020,Verified Purchase,  Best System.,0 people found this helpful
Scott ,5.0 out of 5 stars,title not found,Canada ,December 4 2020,Verified Purchase,  Really loving the Series-X so far!,0 people found this helpful
christian,5.0 out of 5 stars,title not found,Canada ,November 12 2020,Verified Purchase,"  Huge, quite and awesome ",0 people found this helpful
Leonardo Gabriel da Silva,5.0 out of 5 stars,title not found,Canada ,November 12 2020,Verified Purchase,  Best console ever!,0 people found this helpful
Alexandre fortin,5.0 out of 5 stars,title not found,Canada ,November 15 2020,Verified Purchase,  Wow,0 people found this helpful
sabin lapointe,5.0 out of 5 stars,title not found,Canada ,December 7 2020,Verified Purchase,  A+,0 people found this helpful
Jhonathan Chumo,5.0 out of 5 stars,title not found,Canada ,January 7 2021,Verified Purchase,  amazing product,0 people found this helpful
Charles tremblay,5.0 out of 5 stars,title not found,Canada ,November 26 2020,Verified Purchase,  Sur la grosse coche,0 people found this helpful
kenny,4.0 out of 5 stars,title not found,Canada ,November 14 2020,Verified Purchase,  Good so far,0 people found this helpful
Jason Correia,5.0 out of 5 stars,title not found,Canada ,January 6 2021,Verified Purchase,  Works great,0 people found this helpful
Adam Kelner,5.0 out of 5 stars,title not found,Canada ,January 22 2021,Verified Purchase,  super dope,0 people found this helpful
Samuel,5.0 out of 5 stars,title not found,Canada ,December 12 2020,Verified Purchase,  N1,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,title not found,Canada ,December 5 2020,Verified Purchase,  Must Buy,0 people found this helpful
Ahilraj Eswaran,5.0 out of 5 stars,title not found,Canada ,December 16 2020,Verified Purchase,  Perfect,0 people found this helpful
